"Certaines données sont associées à l'ancienne version du formulaire incendie. Consultez la documentation pour plus d'informations."
"Nombre d'incendies suivant les critères de sélection : 12584"
"Critères de sélection =>";"Date de première alerte, de : 1996-01-01 00:00:00";"Date de première alerte, jusqu'à : 2000-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
1996;614;"2A";"2A048";"Calcatoggio";"1996-06-23 16:40:00";100;0;100;;;;;;;;;"1";;;;;;""
1996;1625;"83";"83075";"Les Mayons";"1996-06-24 13:09:00";2;0;2;;;;;;;;;"1";;;;;;""
1996;615;"2A";"2A048";"Calcatoggio";"1996-06-24 14:12:00";1000;0;1000;;;;;;;;;"1";;;;;;""
1996;199;"06";"06088";"Nice";"1996-06-24 14:25:00";3500;0;3500;;;;;;;;;"1";;;;;;""
1996;1344;"34";"34225";"Puisserguier";"1996-06-24 14:32:00";10000;0;10000;;;;;;;;;"1";;;;;;""
1996;200;"06";"06097";"Pierrefeu";"1996-06-24 14:41:00";100;100;0;;;;;;;;;"4";"Naturelle";;;;;""
1996;201;"06";"06089";"Opio";"1996-06-25 10:50:00";300;0;300;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1996;267;"06";"06090";"Pégomas";"1996-06-25 14:36:00";50;0;50;;;;;;;;;"1";"Accidentelle";;;;;""
1996;202;"06";"06128";"Saint-Paul";"1996-06-25 16:23:00";100;0;100;;;;;;;;;"1";;;;;;""
1996;1779;"84";"84050";"Gordes";"1996-06-25 22:07:00";10;0;10;;;;;;;;;"1";;;;;;""
1996;502;"13";"13051";"Lançon-Provence";"1996-06-26 00:13:00";3000;0;3000;;;;;;;;;"1";;;;;;""
1996;501;"13";"13033";"Ensuès-la-Redonne";"1996-06-26 00:39:00";100;0;100;;;;;;;;;"1";;;;;;""
1996;503;"13";"13026";"Châteauneuf-les-Martigues";"1996-06-26 02:42:00";400;400;0;;;;;;;;;"4";;;;;;""
1996;616;"2A";"2A247";"Porto-Vecchio";"1996-06-26 13:00:00";100;0;100;;;;;;;;;"1";"Naturelle";;;;;""
1996;617;"2A";"2A247";"Porto-Vecchio";"1996-06-26 13:39:00";100;0;100;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1996;618;"2A";"2A362";"Zonza";"1996-06-26 14:00:00";100;0;100;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1996;504;"13";"13112";"Velaux";"1996-06-26 14:56:00";1000;1000;0;;;;;;;;;"4";;;;;;""
1996;505;"13";"13112";"Velaux";"1996-06-26 16:39:00";4000;4000;0;;;;;;;;;"4";;;;;;""
1996;204;"06";"06079";"Mandelieu-la-Napoule";"1996-06-27 11:31:00";1500;0;1500;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1996;203;"06";"06057";"L'Escarène";"1996-06-27 13:12:00";600;0;600;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1996;506;"13";"13043";"Gignac-la-Nerthe";"1996-06-27 14:11:00";4000;0;4000;;;;;;;;;"1";;;;;;""
1996;205;"06";"06088";"Nice";"1996-06-28 15:07:00";13000;0;13000;;;;;;;;;"1";;;;;;""
1996;1626;"83";"83134";"Taradeau";"1996-06-28 15:32:00";1500;1500;0;;;;;;;;;"4";;;;;;""
1996;380;"07";"07173";"Péreyres";"1996-06-28 16:04:00";7000;0;7000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
1996;619;"2A";"2A006";"Alata";"1996-06-28 16:46:00";2000;0;2000;;;;;;;;;"1";;;;;;""
1996;1780;"84";"84087";"Orange";"1996-06-28 17:49:00";50;0;50;;;;;;;;;"1";;;;;;""
1996;620;"2A";"2A017";"Appietto";"1996-06-28 18:00:00";1000;0;1000;;;;;;;;;"1";;;;;;""
1996;1345;"34";"34219";"Prémian";"1996-06-28 21:09:00";5000;0;5000;;;;;;;;;"1";;;;;;""
1996;381;"07";"07041";"Boulieu-lès-Annonay";"1996-06-28 23:24:00";400;0;400;;;;;;;;;"1";;;;;;""
1996;382;"07";"07014";"Arlebosc";"1996-06-29 11:48:00";300;0;300;;;;;;;;;"1";;;;;;""
1996;621;"2A";"2A348";"Vico";"1996-06-29 11:55:00";500;0;500;;;;;;;;;"1";;;;;;""
1996;622;"2A";"2A070";"Casaglione";"1996-06-29 12:45:00";3000;0;3000;;;;;;;;;"1";;;;;;""
1996;1627;"83";"83134";"Taradeau";"1996-06-29 14:06:00";1000;1000;0;;;;;;;;;"3";;;;;;""
1996;1346;"34";"34021";"Babeau-Bouldoux";"1996-06-29 16:57:00";600;0;600;;;;;;;;;"1";;;;;;""
1996;206;"06";"06136";"Sospel";"1996-06-29 18:12:00";500;0;500;;;;;;;;;"1";;;;;;""
1996;1628;"83";"83038";"Châteaudouble";"1996-06-29 18:39:00";500;500;0;;;;;;;;;"6";;;;;;""
1996;1629;"83";"83092";"Pignans";"1996-06-30 10:56:00";3;0;3;;;;;;;;;"1";;;;;;""
1996;207;"06";"06157";"Vence";"1996-06-30 11:07:00";1000;0;1000;;;;;;;;;"1";;;;;;""
1996;623;"2A";"2A041";"Bonifacio";"1996-06-30 11:31:00";200;0;200;;;;;;;;;"1";"Accidentelle";;;;;""
1996;1630;"83";"83016";"Le Beausset";"1996-06-30 12:30:00";30;0;30;;;;;;;;;"1";;;;;;""
1996;507;"13";"13028";"La Ciotat";"1996-06-30 13:10:00";1200;0;1200;;;;;;;;;"1";;;;;;""
1996;383;"07";"07089";"Félines";"1996-06-30 13:10:00";10000;1000;9000;;;;;;;;;;"Involontaire (travaux)";;;;;""
1996;1631;"83";"83026";"Cabasse";"1996-06-30 13:41:00";1500;1500;0;;;;;;;;;"5";;;;;;""
1996;208;"06";"06157";"Vence";"1996-06-30 13:42:00";15000;7000;8000;;;;;;;;;"4";;;;;;""
1996;1245;"2B";"2B168";"Monticello";"1996-06-30 14:40:00";9000;0;9000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1996;1347;"34";"34341";"Villeveyrac";"1996-06-30 15:23:00";80000;40000;40000;;;;;;;;;"1";;;;;;""
1996;1415;"48";"48129";"Rocles";"1996-06-30 16:07:00";50;0;50;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
1996;508;"13";"13050";"Lambesc";"1996-06-30 16:26:00";50;0;50;;;;;;;;;"1";;;;;;""
1996;384;"07";"07324";"Tournon-sur-Rhône";"1996-06-30 17:50:00";1000;0;1000;;;;;;;;;"1";"Naturelle";;;;;""
1996;624;"2A";"2A362";"Zonza";"1996-06-30 17:54:00";100;0;100;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
1996;1632;"83";"83059";"Forcalqueiret";"1996-06-30 19:14:00";10;10;0;;;;;;;;;"5";;;;;;""
1996;1348;"34";"34219";"Prémian";"1996-06-30 20:30:00";5000;0;5000;;;;;;;;;"1";;;;;;""
1996;209;"06";"06058";"Escragnolles";"1996-07-01 11:40:00";6000;0;6000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
1996;625;"2A";"2A271";"Sarrola-Carcopino";"1996-07-01 13:15:00";10000;0;10000;;;;;;;;;"1";;;;;;""
1996;468;"11";"11253";"Montolieu";"1996-07-01 13:46:00";20000;5000;15000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1996;626;"2A";"2A212";"Piana";"1996-07-01 15:00:00";15000;0;15000;;;;;;;;;"1";;;;;;""
1996;925;"2B";"2B093";"Corbara";"1996-07-01 15:04:00";1000;0;1000;;;;;;;;;"1";;;;;;""
1996;926;"2B";"2B134";"L'Île-Rousse";"1996-07-01 15:45:00";50;0;50;;;;;;;;;"1";;;;;;""
1996;1781;"84";"84035";"Cavaillon";"1996-07-01 16:41:00";1500;0;1500;;;;;;;;;"1";;;;;;""
1996;509;"13";"13067";"Orgon";"1996-07-01 17:26:00";500;500;0;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1996;210;"06";"06090";"Pégomas";"1996-07-01 18:23:00";100;0;100;;;;;;;;;"1";;;;;;""
1996;727;"2A";"2A288";"Sotta";"1996-07-02 15:08:00";40;19;19;0;;;;;;2;;;;;;;;""
1996;927;"2B";"2B205";"Patrimonio";"1996-07-02 17:20:00";3000;0;3000;;;;;;;;;"1";;;;;;""
1996;510;"13";"13077";"Port-de-Bouc";"1996-07-03 01:27:00";1000;0;1000;;;;;;;;;"1";;;;;;""
1996;627;"2A";"2A041";"Bonifacio";"1996-07-03 10:13:00";1000;0;1000;;;;;;;;;"1";"Accidentelle";;;;;""
1996;628;"2A";"2A362";"Zonza";"1996-07-03 11:05:00";15000;5000;10000;;;;;;;;;"1";;;;;;""
1996;511;"13";"13041";"Gardanne";"1996-07-03 11:25:00";100;0;100;;;;;;;;;"1";;;;;;""
1996;211;"06";"06030";"Le Cannet";"1996-07-03 12:18:00";3000;0;3000;;;;;;;;;"1";;;;;;""
1996;928;"2B";"2B236";"Poggio-di-Nazza";"1996-07-03 12:50:00";1000;0;1000;;;;;;;;;"1";;;;;;""
1996;629;"2A";"2A041";"Bonifacio";"1996-07-03 15:17:00";5000;0;5000;;;;;;;;;"1";"Accidentelle";;;;;""
1996;631;"2A";"2A017";"Appietto";"1996-07-03 17:07:00";500;0;500;;;;;;;;;"1";;;;;;""
1996;385;"07";"07059";"Châteaubourg";"1996-07-03 17:37:00";800;0;800;;;;;;;;;"1";;;;;;""
1996;630;"2A";"2A271";"Sarrola-Carcopino";"1996-07-03 17:46:00";100;0;100;;;;;;;;;"1";;;;;;""
1996;1633;"83";"83113";"Saint-Julien";"1996-07-03 18:16:00";1000;1000;0;;;;;;;;;"3";"Involontaire (travaux)";;;;;""
1996;212;"06";"06006";"Aspremont";"1996-07-04 14:31:00";35000;0;35000;;;;;;;;;"1";;;;;;""
1996;512;"13";"13056";"Martigues";"1996-07-04 17:13:00";10000;10000;0;;;;;;;;;"4";;;;;;""
1996;1635;"83";"83021";"Bras";"1996-07-05 11:13:00";20;20;0;;;;;;;;;"5";"Accidentelle";;;;;""
1996;1634;"83";"83021";"Bras";"1996-07-05 11:13:00";30;30;0;;;;;;;;;"5";;;;;;""
1996;1636;"83";"83038";"Châteaudouble";"1996-07-05 13:22:00";100;100;0;;;;;;;;;"5";;;;;;""
1996;1637;"83";"83045";"Correns";"1996-07-05 13:25:00";10;10;0;;;;;;;;;"5";"Naturelle";;;;;""
1996;513;"13";"13060";"Meyreuil";"1996-07-05 13:44:00";500;0;500;;;;;;;;;"1";"Naturelle";;;;;""
1996;632;"2A";"2A001";"Afa";"1996-07-05 19:21:00";2000;0;2000;;;;;;;;;"1";;;;;;""
1996;1638;"83";"83145";"Varages";"1996-07-05 21:18:00";50;50;0;;;;;;;;;"3";;;;;;""
1996;1639;"83";"83021";"Bras";"1996-07-06 10:02:00";100;100;0;;;;;;;;;"5";;;;;;""
1996;514;"13";"13056";"Martigues";"1996-07-06 12:46:00";25000;25000;0;;;;;;;;;"4";;;;;;""
1996;633;"2A";"2A247";"Porto-Vecchio";"1996-07-06 13:44:00";100;0;100;;;;;;;;;"1";"Accidentelle";;;;;""
1996;634;"2A";"2A271";"Sarrola-Carcopino";"1996-07-06 15:55:00";200;0;200;;;;;;;;;"1";;;;;;""
1996;213;"06";"06149";"La Trinité";"1996-07-06 16:53:00";4000;0;4000;;;;;;;;;"1";"Accidentelle";;;;;""
1996;515;"13";"13056";"Martigues";"1996-07-07 01:26:00";200;0;200;;;;;;;;;;;;;;;""
1996;516;"13";"13104";"Sausset-les-Pins";"1996-07-07 05:35:00";200;0;200;;;;;;;;;"1";;;;;;""
1996;929;"2B";"2B049";"Calenzana";"1996-07-07 15:42:00";800;0;800;;;;;;;;;"1";;;;;;""
1996;459;"11";"11285";"Peyriac-de-Mer";"1996-07-08 10:36:00";150;0;150;;;;;;;;;"1";;;;;;""
1996;931;"2B";"2B123";"Ghisonaccia";"1996-07-08 12:45:00";70000;0;70000;;;;;;;;;"1";;;;;;""
1996;527;"13";"13118";"Coudoux";"1996-07-08 13:00:00";500;0;500;;;;;;;;;;;;;;;""
1996;636;"2A";"2A362";"Zonza";"1996-07-08 13:05:00";275000;0;275000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1996;635;"2A";"2A247";"Porto-Vecchio";"1996-07-08 13:05:00";1950000;247500;1702500;;;;;;;;;"1";"Accidentelle";;;;;""
1996;637;"2A";"2A247";"Porto-Vecchio";"1996-07-08 13:50:00";20;0;20;;;;;;;;;"1";"Accidentelle";;;;;""
1996;638;"2A";"2A362";"Zonza";"1996-07-08 14:09:00";395000;0;395000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1996;517;"13";"13112";"Velaux";"1996-07-08 14:15:00";30;0;30;;;;;;;;;"1";;;;;;""
1996;214;"06";"06069";"Grasse";"1996-07-08 14:35:00";100;0;100;;;;;;;;;"1";;;;;;""
1996;1640;"83";"83049";"Cuers";"1996-07-08 16:15:00";10;10;0;;;;;;;;;"1";;;;;;""
1996;1433;"66";"66008";"Argelès-sur-Mer";"1996-07-08 16:38:00";1000;0;1000;;;;;;;;;"1";;;;;;""
1996;930;"2B";"2B042";"Borgo";"1996-07-08 17:53:00";60000;0;60000;;;;;;;;;"1";;;;;;""
1996;1641;"83";"83101";"Ramatuelle";"1996-07-08 19:25:00";5000;5000;0;;;;;;;;;"6";"Accidentelle";;;;;""
1996;11;"04";"04049";"Château-Arnoux-Saint-Auban";"1996-07-09 08:24:00";500;0;500;;;;;;;;;"1";;;;;;""
1996;932;"2B";"2B148";"Lucciana";"1996-07-09 11:31:00";5000;0;5000;;;;;;;;;"1";;;;;;""
1996;1642;"83";"83126";"La Seyne-sur-Mer";"1996-07-09 11:35:00";30;30;0;;;;;;;;;"5";;;;;;""
1996;1643;"83";"83062";"La Garde";"1996-07-09 13:02:00";5000;0;5000;;;;;;;;;"1";;;;;;""
1996;1434;"66";"66115";"Montesquieu-des-Albères";"1996-07-09 13:47:00";10000;0;10000;;;;;;;;;"1";;;;;;""
1996;518;"13";"13112";"Velaux";"1996-07-09 14:15:00";600;0;600;;;;;;;;;"1";;;;;;""
1996;12;"04";"04049";"Château-Arnoux-Saint-Auban";"1996-07-09 14:23:00";500;0;500;;;;;;;;;"1";;;;;;""
1996;519;"13";"13112";"Velaux";"1996-07-09 15:16:00";4000;4000;0;;;;;;;;;"4";;;;;;""
1996;639;"2A";"2A048";"Calcatoggio";"1996-07-09 15:50:00";30;0;30;;;;;;;;;"1";;;;;;""
1996;681;"2A";"2A103";"Cuttoli-Corticchiato";"1996-07-09 16:58:00";1000;0;1000;;;;;;;;;"1";;;;;;""
1996;682;"2A";"2A004";"Ajaccio";"1996-07-09 17:04:00";800;0;800;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1996;1435;"66";"66016";"Banyuls-sur-Mer";"1996-07-09 17:06:00";10000;0;10000;;;;;;;;;"1";;;;;;""
1996;1644;"83";"83118";"Saint-Raphaël";"1996-07-09 18:05:00";80;0;80;;;;;;;;;"1";;;;;;""
1996;1648;"83";"83035";"Le Castellet";"1996-07-09 21:04:00";500000;500000;0;;;;;;;;;"4";;;;;;""
1996;640;"2A";"2A139";"Lecci";"1996-07-10 06:41:00";80;0;80;;;;;;;;;"1";;;;;;""
1996;520;"13";"13033";"Ensuès-la-Redonne";"1996-07-10 13:43:00";400;0;400;;;;;;;;;"1";;;;;;""
1996;1645;"83";"83130";"Solliès-Pont";"1996-07-10 13:45:00";100;0;100;;;;;;;;;"1";;;;;;""
1996;215;"06";"06079";"Mandelieu-la-Napoule";"1996-07-10 13:59:00";150;0;150;;;;;;;;;"1";;;;;;""
1996;218;"06";"06090";"Pégomas";"1996-07-10 14:33:00";30;0;30;;;;;;;;;"1";;;;;;""
1996;216;"06";"06079";"Mandelieu-la-Napoule";"1996-07-10 14:40:00";20;0;20;;;;;;;;;"1";;;;;;""
1996;1647;"83";"83129";"Six-Fours-les-Plages";"1996-07-10 15:04:00";10000;0;10000;;;;;;;;;"1";;;;;;""
1996;641;"2A";"2A271";"Sarrola-Carcopino";"1996-07-10 15:57:00";10;0;10;;;;;;;;;"1";;;;;;""
1996;217;"06";"06029";"Cannes";"1996-07-10 16:02:00";30;0;30;;;;;;;;;"1";;;;;;""
1996;1646;"83";"83019";"Bormes-les-Mimosas";"1996-07-10 17:14:00";100;100;0;;;;;;;;;"3";;;;;;""
1996;219;"06";"06163";"Tende";"1996-07-10 17:30:00";55000;55000;0;;;;;;;;;"4";;;;;;""
1996;521;"13";"13051";"Lançon-Provence";"1996-07-10 17:40:00";2800;0;2800;;;;;;;;;"4";;;;;;""
1996;522;"13";"13001";"Aix-en-Provence";"1996-07-10 21:13:00";500;500;0;;;;;;;;;"4";;;;;;""
1996;523;"13";"13073";"Peypin";"1996-07-10 22:45:00";300;0;300;;;;;;;;;"1";;;;;;""
1996;524;"13";"13033";"Ensuès-la-Redonne";"1996-07-11 01:53:00";100;0;100;;;;;;;;;"1";;;;;;""
1996;934;"2B";"2B120";"Furiani";"1996-07-11 11:20:00";1000;0;1000;;;;;;;;;"1";;;;;;""
1996;642;"2A";"2A247";"Porto-Vecchio";"1996-07-11 11:51:00";50;0;50;;;;;;;;;"1";;;;;;""
1996;643;"2A";"2A271";"Sarrola-Carcopino";"1996-07-11 11:59:00";200;0;200;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1996;935;"2B";"2B120";"Furiani";"1996-07-11 12:27:00";1000;0;1000;;;;;;;;;"1";;;;;;""
1996;644;"2A";"2A362";"Zonza";"1996-07-11 12:50:00";20;0;20;;;;;;;;;"1";;;;;;""
1996;645;"2A";"2A004";"Ajaccio";"1996-07-11 14:53:00";20;0;20;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
1996;933;"2B";"2B042";"Borgo";"1996-07-11 15:48:00";10000;0;10000;;;;;;;;;"1";;;;;;""
1996;646;"2A";"2A004";"Ajaccio";"1996-07-11 17:37:00";1500;0;1500;;;;;;;;;"1";;;;;;""
1996;220;"06";"06088";"Nice";"1996-07-12 00:54:00";2000;0;2000;;;;;;;;;"1";;;;;;""
1996;647;"2A";"2A272";"Sartène";"1996-07-12 10:40:00";100;0;100;;;;;;;;;"1";;;;;;""
1996;648;"2A";"2A130";"Grosseto-Prugna";"1996-07-12 11:28:00";3000;0;3000;;;;;;;;;"1";;;;;;""
1996;649;"2A";"2A247";"Porto-Vecchio";"1996-07-12 16:02:00";500;0;500;;;;;;;;;"1";;;;;;""
1996;1367;"34";"34264";"Saint-Jean-de-Buèges";"1996-07-12 16:03:00";1000;100;900;;;;;;;;;"1";;;;;;""
1996;936;"2B";"2B315";"Santo-Pietro-di-Venaco";"1996-07-12 16:31:00";50;0;50;;;;;;;;;"1";;;;;;""
1996;1436;"66";"66119";"Mosset";"1996-07-12 16:38:00";10000;0;10000;;;;;;;;;"1";;;;;;""
1996;650;"2A";"2A040";"Bocognano";"1996-07-12 19:25:00";200;0;200;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1996;938;"2B";"2B314";"Santo-Pietro-di-Tenda";"1996-07-13 12:36:00";40000;0;40000;;;;;;;;;"1";;;;;;""
1996;1649;"83";"83133";"Tanneron";"1996-07-13 13:10:00";2000;0;2000;;;;;;;;;"1";;;;;;""
1996;939;"2B";"2B143";"Linguizzetta";"1996-07-13 13:30:00";100;0;100;;;;;;;;;"1";;;;;;""
1996;651;"2A";"2A004";"Ajaccio";"1996-07-13 13:35:00";10;0;10;;;;;;;;;"1";;;;;;""
1996;221;"06";"06033";"Carros";"1996-07-13 13:51:00";20;0;20;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
1996;1650;"83";"83152";"Rayol-Canadel-sur-Mer";"1996-07-13 14:25:00";20;20;0;;;;;;;;;"1";;;;;;""
1996;222;"06";"06033";"Carros";"1996-07-13 15:48:00";30;0;30;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
1996;1651;"83";"83021";"Bras";"1996-07-13 16:24:00";2000;2000;0;;;;;;;;;"5";;;;;;""
1996;79;"05";"05165";"Savournon";"1996-07-13 16:34:00";500;0;500;;;;;;;;;"1";"Naturelle";;;;;""
1996;652;"2A";"2A004";"Ajaccio";"1996-07-13 17:03:00";50;0;50;;;;;;;;;"1";;;;;;""
1996;937;"2B";"2B093";"Corbara";"1996-07-13 18:50:00";500;0;500;;;;;;;;;"1";;;;;;""
1996;1652;"83";"83028";"Callas";"1996-07-13 19:15:00";50;50;0;;;;;;;;;"5";;;;;;""
1996;224;"06";"06159";"Villefranche-sur-Mer";"1996-07-13 22:17:00";20000;0;20000;;;;;;;;;"1";;;;;;""
1996;653;"2A";"2A181";"Ocana";"1996-07-13 22:29:00";30;0;30;;;;;;;;;"1";;;;;;""
1996;223;"06";"06088";"Nice";"1996-07-13 23:47:00";300;0;300;;;;;;;;;"1";;;;;;""
1996;455;"11";"11199";"Lavalette";"1996-07-14 14:11:00";500;500;0;;;;;;;;;"4";;;;;;""
1996;654;"2A";"2A271";"Sarrola-Carcopino";"1996-07-14 14:44:00";300;0;300;;;;;;;;;"1";;;;;;""
1996;1653;"83";"83101";"Ramatuelle";"1996-07-14 17:04:00";30;0;30;;;;;;;;;"1";;;;;;""
1996;225;"06";"06027";"Cagnes-sur-Mer";"1996-07-14 22:28:00";200;0;200;;;;;;;;;"1";;;;;;""
1996;1654;"83";"83138";"Tourrettes";"1996-07-14 22:50:00";200;200;0;;;;;;;;;"4";;;;;;""
1996;1655;"83";"83103";"Le Revest-les-Eaux";"1996-07-14 23:19:00";600;600;0;;;;;;;;;"5";;;;;;""
1996;655;"2A";"2A006";"Alata";"1996-07-15 11:20:00";10;0;10;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
1996;1656;"83";"83075";"Les Mayons";"1996-07-15 12:35:00";10;0;10;;;;;;;;;"1";;;;;;""
1996;656;"2A";"2A228";"Pietrosella";"1996-07-15 13:16:00";10;0;10;;;;;;;;;"1";;;;;;""
1996;1303;"30";"30201";"Ponteils-et-Brésis";"1996-07-15 13:30:00";10000;10000;0;;;;;;;;;"4";;;;;;""
1996;941;"2B";"2B036";"Bigorno";"1996-07-15 14:21:00";10;0;10;;;;;;;;;"1";;;;;;""
1996;940;"2B";"2B049";"Calenzana";"1996-07-15 15:24:00";1000;0;1000;;;;;;;;;"1";;;;;;""
1996;942;"2B";"2B079";"Castello-di-Rostino";"1996-07-15 15:40:00";20000;0;20000;;;;;;;;;"1";;;;;;""
1996;226;"06";"06079";"Mandelieu-la-Napoule";"1996-07-15 17:56:00";6000;0;6000;;;;;;;;;"1";;;;;;""
1996;13;"04";"04116";"Les Mées";"1996-07-15 18:44:00";500;0;500;;;;;;;;;"1";"Accidentelle";;;;;""
1996;526;"13";"13033";"Ensuès-la-Redonne";"1996-07-15 19:23:00";100;100;0;;;;;;;;;"4";;;;;;""
1996;227;"06";"06159";"Villefranche-sur-Mer";"1996-07-15 23:19:00";30000;0;30000;;;;;;;;;"1";;;;;;""
1996;944;"2B";"2B355";"Volpajola";"1996-07-16 10:00:00";80000;0;80000;;;;;;;;;"1";;;;;;""
1996;1657;"83";"83138";"Tourrettes";"1996-07-16 11:56:00";5000;5000;0;;;;;;;;;"1";;;;;;""
1996;657;"2A";"2A006";"Alata";"1996-07-16 12:04:00";100;0;100;;;;;;;;;"1";;;;;;""
1996;386;"07";"07217";"Saint-Barthélemy-le-Plain";"1996-07-16 13:20:00";30000;0;30000;;;;;;;;;"1";"Accidentelle";;;;;""
1996;1659;"83";"83026";"Cabasse";"1996-07-16 14:22:00";5000;5000;0;;;;;;;;;"5";;;;;;""
1996;1658;"83";"83151";"Vins-sur-Caramy";"1996-07-16 14:25:00";500;0;500;;;;;;;;;"1";;;;;;""
1996;943;"2B";"2B096";"Corte";"1996-07-16 15:47:00";4000;0;4000;;;;;;;;;"1";;;;;;""
1996;658;"2A";"2A006";"Alata";"1996-07-16 17:24:00";50;0;50;;;;;;;;;"1";;;;;;""
1996;659;"2A";"2A268";"Sampolo";"1996-07-16 20:15:00";20;0;20;;;;;;;;;"1";;;;;;""
1996;1660;"83";"83150";"Vinon-sur-Verdon";"1996-07-16 22:15:00";200;0;200;;;;;;;;;"1";;;;;;""
1996;229;"06";"06149";"La Trinité";"1996-07-17 13:39:00";1000;0;1000;;;;;;;;;"1";;;;;;""
1996;14;"04";"04027";"Bevons";"1996-07-17 14:01:00";300;0;300;;;;;;;;;"1";"Naturelle";;;;;""
1996;228;"06";"06029";"Cannes";"1996-07-17 14:27:00";50;0;50;;;;;;;;;"1";;;;;;""
1996;230;"06";"06072";"Ilonse";"1996-07-17 14:38:00";5000;0;5000;;;;;;;;;"3";;;;;;""
1996;1661;"83";"83140";"Tourves";"1996-07-17 15:00:00";200;0;200;;;;;;;;;"1";;;;;;""
1996;1663;"83";"83116";"Saint-Maximin-la-Sainte-Baume";"1996-07-17 15:20:00";100;100;0;;;;;;;;;"3";;;;;;""
1996;1662;"83";"83035";"Le Castellet";"1996-07-17 15:35:00";100;0;100;;;;;;;;;"1";;;;;;""
1996;1664;"83";"83006";"Artigues";"1996-07-17 15:42:00";1500;1500;0;;;;;;;;;"3";"Naturelle";;;;;""
1996;660;"2A";"2A247";"Porto-Vecchio";"1996-07-17 16:16:00";15;0;15;;;;;;;;;"1";;;;;;""
1996;1304;"30";"30324";"Souvignargues";"1996-07-17 16:23:00";20000;0;20000;;;;;;;;;"1";;;;;;""
1996;80;"05";"05078";"Monêtier-Allemont";"1996-07-17 17:51:00";20000;15000;5000;;;;;;;;;"5";"Naturelle";;;;;""
1996;418;"11";"11351";"Saint-Laurent-de-la-Cabrerisse";"1996-07-17 18:40:00";10000;5000;5000;;;;;;;;;"4";;;;;;""
1996;1782;"84";"84019";"Bollène";"1996-07-18 06:08:00";30;0;30;;;;;;;;;"1";"Naturelle";;;;;""
1996;231;"06";"06069";"Grasse";"1996-07-18 11:40:00";3000;0;3000;;;;;;;;;"1";;;;;;""
1996;1665;"83";"83107";"Roquebrune-sur-Argens";"1996-07-18 14:35:00";3000;0;3000;;;;;;;;;"1";;;;;;""
1996;661;"2A";"2A004";"Ajaccio";"1996-07-18 16:08:00";4000;0;4000;;;;;;;;;"1";;;;;;""
1996;662;"2A";"2A272";"Sartène";"1996-07-18 16:48:00";300;300;0;;;;;;;;;"3";;;;;;""
1996;232;"06";"06027";"Cagnes-sur-Mer";"1996-07-19 04:00:00";150;0;150;;;;;;;;;"1";;;;;;""
1996;663;"2A";"2A212";"Piana";"1996-07-19 11:43:00";315000;0;315000;;;;;;;;;"1";;;;;;""
1996;945;"2B";"2B096";"Corte";"1996-07-19 11:54:00";15000;0;15000;;;;;;;;;"1";;;;;;""
1996;1437;"66";"66009";"Arles-sur-Tech";"1996-07-19 12:41:00";5000;0;5000;;;;;;;;;"1";;;;;;""
1996;664;"2A";"2A212";"Piana";"1996-07-19 13:01:00";51000;0;51000;;;;;;;;;"1";;;;;;""
1996;528;"13";"13056";"Martigues";"1996-07-19 15:17:00";800;800;0;;;;;;;;;"4";;;;;;""
1996;531;"13";"13077";"Port-de-Bouc";"1996-07-19 15:36:00";40000;40000;0;;;;;;;;;"4";;;;;;""
1996;387;"07";"07029";"Beaumont";"1996-07-19 16:52:00";1000;0;1000;;;;;;;;;"1";"Naturelle";;;;;""
