"Certaines données sont associées à l'ancienne version du formulaire incendie. Consultez la documentation pour plus d'informations."
"Nombre d'incendies suivant les critères de sélection : 12584"
"Critères de sélection =>";"Date de première alerte, de : 1996-01-01 00:00:00";"Date de première alerte, jusqu'à : 2000-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
2000;9008;"2A";"2A004";"Ajaccio";"2000-08-19 13:39:00";20000;9400;9600;0;;;;;;1000;;"1";"Malveillance";;;;;""
2000;9009;"2A";"2A048";"Calcatoggio";"2000-08-19 13:39:00";20000;9400;9600;0;;;;;;1000;;"1";"Malveillance";;;;;""
2000;8143;"2B";"2B292";"Sant'Andréa-di-Bozio";"2000-08-19 13:50:00";50000;0;50000;;;;;;;;;"1";;;;;;""
2000;9010;"2A";"2A345";"Vero";"2000-08-19 13:51:00";400;188;192;0;;;;;;20;;"1";"Malveillance";;;;;""
2000;9011;"2A";"2A103";"Cuttoli-Corticchiato";"2000-08-19 13:55:00";3870000;1818900;1857600;0;;;;;;193500;;"1";"Malveillance";;;;;""
2000;6731;"07";"07183";"Pradons";"2000-08-19 13:58:00";1000;200;800;;;;;;;;;;;;;;;""
2000;6648;"84";"84014";"Beaumont-de-Pertuis";"2000-08-19 14:02:00";80000;80000;0;;;;;;;;;;"Malveillance";;;;;""
2000;6647;"84";"84014";"Beaumont-de-Pertuis";"2000-08-19 14:02:00";20050;20050;0;;;;;;;;;;"Malveillance";;;;;""
2000;6562;"05";"05059";"La Freissinouse";"2000-08-19 14:09:00";1600;1500;100;;;;;;;;;"3";"Involontaire (travaux)";;;;;""
2000;7970;"48";"48064";"Fournels";"2000-08-19 14:19:00";3500;0;3500;;;;;;;0;;"1";"Involontaire (particulier)";;;;;""
2000;6732;"07";"07245";"Saint-Jean-de-Muzols";"2000-08-19 14:22:00";1000;0;1000;;;;;;;;;"1";;;;;;""
2000;6646;"84";"84019";"Bollène";"2000-08-19 14:25:00";80;0;80;;;;;;;;;"1";"Naturelle";;;;;""
2000;9012;"2A";"2A032";"Bastelicaccia";"2000-08-19 14:29:00";510000;239700;244800;0;;;;;;25500;;"1";"Malveillance";;;;;""
2000;6719;"13";"13077";"Port-de-Bouc";"2000-08-19 14:30:00";755000;354850;362400;0;;;;;;37750;;;;;;;;""
2000;8405;"11";"11315";"Rieux-Minervois";"2000-08-19 14:31:00";300;141;144;0;;;;;;15;;"1";"Accidentelle";;;;;""
2000;6733;"07";"07177";"Plats";"2000-08-19 14:46:00";15000;6000;9000;;;;;;;;;"1";;;;;;""
2000;8130;"2B";"2B201";"Pancheraccia";"2000-08-19 15:03:00";100;0;100;;;;;;;;;"1";;;;;;""
2000;6663;"04";"04018";"Banon";"2000-08-19 15:32:00";1000;1000;0;;;;;;;;;"5";"Involontaire (travaux)";;;;;""
2000;6566;"30";"30012";"Aramon";"2000-08-19 16:10:00";400000;188000;192000;0;;;;;;20000;;;;;;;;""
2000;9015;"2A";"2A090";"Coggia";"2000-08-19 16:20:00";15000;7050;7200;0;;;;;;750;;"1";"Malveillance";;;;;""
2000;8108;"2B";"2B042";"Borgo";"2000-08-19 17:06:00";20000;0;20000;;;;;;;;;"1";;;;;;""
2000;8128;"2B";"2B042";"Borgo";"2000-08-19 17:06:00";20000;0;20000;;;;;;;;;"1";;;;;;""
2000;6720;"13";"13118";"Coudoux";"2000-08-19 17:15:00";20000;9400;9600;0;;;;;;1000;;;;;;;;""
2000;9016;"2A";"2A349";"Viggianello";"2000-08-19 17:25:00";3000;1410;1440;0;;;;;;150;;"1";"Accidentelle";;;;;""
2000;6734;"07";"07204";"Saint-Agrève";"2000-08-19 17:50:00";1500;1500;0;;;;;;;;;"4";;;;;;""
2000;9017;"2A";"2A048";"Calcatoggio";"2000-08-19 18:18:00";2000;940;960;0;;;;;;100;;"1";"Involontaire (travaux)";;;;;""
2000;7067;"06";"06118";"Saint-Cézaire-sur-Siagne";"2000-08-19 19:30:00";500;0;500;;;;;;;;;"1";;;;;;""
2000;7066;"06";"06084";"Mouans-Sartoux";"2000-08-19 19:40:00";200;0;200;;;;;;;;;"1";;;;;;""
2000;7068;"06";"06070";"Gréolières";"2000-08-19 20:05:00";500;0;500;;;;;;;;;"1";;;;;;""
2000;8132;"2B";"2B281";"Sisco";"2000-08-19 23:00:00";20;0;20;;;;;;;;;"1";;;;;;""
2000;8133;"2B";"2B281";"Sisco";"2000-08-19 23:45:00";100;0;100;;;;;;;;;"1";;;;;;""
2000;8142;"2B";"2B320";"Tallone";"2000-08-20 00:00:00";2000;0;2000;;;;;;;;;"1";;;;;;""
2000;6736;"07";"07342";"Villevocance";"2000-08-20 00:51:00";8980000;8140000;840000;;;;;;;;;"5";"Involontaire (particulier)";;;;;""
2000;7593;"13";"13055";"Marseille";"2000-08-20 01:23:00";3000;0;3000;;;;;;;;;;;;;;;""
2000;6737;"07";"07122";"Lachapelle-sous-Aubenas";"2000-08-20 02:03:00";100;100;0;;;;;;;;;"4";;;;;;""
2000;8779;"11";"11156";"Fraisse-Cabardès";"2000-08-20 02:46:00";50;0;50;;;;;;;;;"1";;;;;;""
2000;7086;"66";"66041";"Cases-de-Pène";"2000-08-20 04:18:00";10000;4700;4800;0;;;;;;500;;"1";"Involontaire (travaux)";;;;;""
2000;8134;"2B";"2B335";"Valle-di-Campoloro";"2000-08-20 05:05:00";1500;0;1500;;;;;;;;;"1";;;;;;""
2000;8135;"2B";"2B335";"Valle-di-Campoloro";"2000-08-20 06:42:00";300;0;300;;;;;;;;;"1";;;;;;""
2000;8137;"2B";"2B289";"Soveria";"2000-08-20 10:35:00";1000;0;1000;;;;;;;;;"1";;;;;;""
2000;8136;"2B";"2B083";"Castirla";"2000-08-20 10:35:00";200;0;200;;;;;;;;;"1";;;;;;""
2000;7069;"06";"06084";"Mouans-Sartoux";"2000-08-20 10:38:00";2000;0;2000;;;;;;;;;"1";"Malveillance";;;;;""
2000;7070;"06";"06084";"Mouans-Sartoux";"2000-08-20 10:40:00";500;0;500;;;;;;;;;"1";"Malveillance";;;;;""
2000;7074;"06";"06084";"Mouans-Sartoux";"2000-08-20 10:40:00";200;0;200;;;;;;;;;"1";"Malveillance";;;;;""
2000;8149;"2B";"2B340";"Velone-Orneto";"2000-08-20 11:04:00";30000;0;30000;;;;;;;;;"1";;;;;;""
2000;8150;"2B";"2B340";"Velone-Orneto";"2000-08-20 11:04:00";20000;0;20000;;;;;;;;;"1";;;;;;""
2000;6738;"07";"07267";"Saint-Martial";"2000-08-20 11:28:00";135000;40000;95000;;;;;;;;;;;;;;;""
2000;8138;"2B";"2B096";"Corte";"2000-08-20 12:54:00";1000;0;1000;;;;;;;;;"1";;;;;;""
2000;8139;"2B";"2B320";"Tallone";"2000-08-20 13:30:00";25000;0;25000;;;;;;;;;"1";;;;;;""
2000;8140;"2B";"2B087";"Cervione";"2000-08-20 13:51:00";5000;0;5000;;;;;;;;;"1";;;;;;""
2000;6739;"07";"07237";"Saint-Fortunat-sur-Eyrieux";"2000-08-20 14:21:00";138934;20000;118934;;;;;;;;;"1";;;;;;""
2000;8432;"11";"11052";"Brousses-et-Villaret";"2000-08-20 14:30:00";2;2;0;;;;;;;;;"3";"Involontaire (particulier)";;;;;""
2000;7079;"06";"06086";"Moulinet";"2000-08-20 14:46:00";400;0;400;;;;;;;;;"1";;;;;;""
2000;6740;"07";"07146";"Lyas";"2000-08-20 15:07:00";1500;1500;0;;;;;;;;;"4";;;;;;""
2000;9018;"2A";"2A048";"Calcatoggio";"2000-08-20 16:10:00";70000;32900;33600;0;;;;;;3500;;"1";"Malveillance";;;;;""
2000;9019;"2A";"2A249";"Propriano";"2000-08-20 16:40:00";30000;14100;14400;0;;;;;;1500;;;;;;;;""
2000;6721;"13";"13019";"Cabriès";"2000-08-20 17:01:00";30000;14100;14400;0;;;;;;1500;;;;;;;;""
2000;8587;"83";"83058";"Flayosc";"2000-08-20 17:03:00";5000;5000;0;;;;;;;;;"1";"Malveillance";;;;;""
2000;8285;"13";"13016";"La Bouilladisse";"2000-08-20 17:13:00";20000;9400;9600;0;;;;;;1000;;;;;;;;""
2000;7628;"13";"13056";"Martigues";"2000-08-20 17:44:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
2000;8141;"2B";"2B320";"Tallone";"2000-08-20 18:46:00";4000;0;4000;;;;;;;;;"1";;;;;;""
2000;9020;"2A";"2A017";"Appietto";"2000-08-20 19:58:00";500;235;240;0;;;;;;25;;"1";"Malveillance";;;;;""
2000;7785;"13";"13055";"Marseille";"2000-08-20 21:26:00";7000;0;7000;;;;;;;;;;"Malveillance";;;;;""
2000;9021;"2A";"2A048";"Calcatoggio";"2000-08-20 22:20:00";500000;235000;240000;0;;;;;;25000;;"1";"Malveillance";;;;;""
2000;6741;"07";"07343";"Vinezac";"2000-08-20 23:20:00";1000;0;1000;;;;;;;;;"1";;;;;;""
2000;9023;"2A";"2A103";"Cuttoli-Corticchiato";"2000-08-20 23:30:00";100;47;48;0;;;;;;5;;"1";;;;;;""
2000;9024;"2A";"2A048";"Calcatoggio";"2000-08-20 23:57:00";500;235;240;0;;;;;;25;;"1";"Malveillance";;;;;""
2000;7539;"13";"13056";"Martigues";"2000-08-21 00:12:00";2000;940;960;0;;;;;;100;;;"Malveillance";;;;;""
2000;9026;"2A";"2A048";"Calcatoggio";"2000-08-21 00:45:00";100;47;48;0;;;;;;5;;"1";"Malveillance";;;;;""
2000;8146;"2B";"2B275";"Sermano";"2000-08-21 11:29:00";40000;0;40000;;;;;;;;;"1";;;;;;""
2000;9027;"2A";"2A048";"Calcatoggio";"2000-08-21 12:15:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
2000;8145;"2B";"2B238";"Poggio-di-Venaco";"2000-08-21 12:53:00";10;0;10;;;;;;;;;"1";;;;;;""
2000;9028;"2A";"2A006";"Alata";"2000-08-21 13:00:00";300;141;144;0;;;;;;15;;"1";"Involontaire (particulier)";;;;;""
2000;6664;"04";"04033";"La Bréole";"2000-08-21 14:16:00";12500;12500;0;;;;;;;;;;;;;;;""
2000;8147;"2B";"2B337";"Valle-di-Rostino";"2000-08-21 16:03:00";40000;0;40000;;;;;;;;;"1";;;;;;""
2000;8148;"2B";"2B223";"Pietralba";"2000-08-21 16:24:00";10000;0;10000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2000;9031;"2A";"2A271";"Sarrola-Carcopino";"2000-08-21 16:41:00";130000;61100;62400;0;;;;;;6500;;"1";"Involontaire (particulier)";;;;;""
2000;8428;"11";"11422";"Villedubert";"2000-08-21 16:50:00";10;10;0;;;;;;;;;"4";"Accidentelle";;;;;""
2000;7083;"06";"06069";"Grasse";"2000-08-21 17:58:00";10;0;10;;;;;;;;;"1";"Malveillance";;;;;""
2000;7540;"13";"13056";"Martigues";"2000-08-21 21:24:00";2000;940;960;0;;;;;;100;;;;;;;;""
2000;9032;"2A";"2A108";"Évisa";"2000-08-22 00:38:00";3000;1410;1440;0;;;;;;150;;"1";"Malveillance";;;;;""
2000;9034;"2A";"2A103";"Cuttoli-Corticchiato";"2000-08-22 01:10:00";1000;470;480;0;;;;;;50;;"1";"Malveillance";;;;;""
2000;9170;"11";"11156";"Fraisse-Cabardès";"2000-08-22 02:00:00";200;0;200;;;;;;;;;"1";;;;;;""
2000;7541;"13";"13112";"Velaux";"2000-08-22 02:20:00";200;94;96;0;;;;;;10;;;"Malveillance";;;;;""
2000;9035;"2A";"2A271";"Sarrola-Carcopino";"2000-08-22 02:23:00";100;47;48;0;;;;;;5;;"1";"Malveillance";;;;;""
2000;9037;"2A";"2A032";"Bastelicaccia";"2000-08-22 02:36:00";1500;705;720;0;;;;;;75;;"1";"Malveillance";;;;;""
2000;7594;"13";"13055";"Marseille";"2000-08-22 05:55:00";600;0;600;;;;;;;;;;"Malveillance";;;;;""
2000;7542;"13";"13077";"Port-de-Bouc";"2000-08-22 09:12:00";50;24;24;0;;;;;;2;;;"Involontaire (travaux)";;;;;""
2000;8151;"2B";"2B239";"Poggio-d'Oletta";"2000-08-22 11:15:00";600;0;600;;;;;;;;;"1";;;;;;""
2000;7084;"06";"06118";"Saint-Cézaire-sur-Siagne";"2000-08-22 11:18:00";4000;0;4000;;;;;;;;;"1";;;;;;""
2000;9038;"2A";"2A130";"Grosseto-Prugna";"2000-08-22 11:23:00";1000;470;480;0;;;;;;50;;"1";"Malveillance";;;;;""
2000;8152;"2B";"2B147";"Lozzi";"2000-08-22 11:42:00";5000;0;5000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2000;8841;"83";"83100";"Puget-Ville";"2000-08-22 11:53:00";50;50;0;;;;;;;;;"3";"Involontaire (particulier)";;;;;""
2000;8299;"2B";"2B238";"Poggio-di-Venaco";"2000-08-22 12:02:00";95000;0;95000;;;;;;;;;"1";"Malveillance";;;;;""
2000;7543;"13";"13077";"Port-de-Bouc";"2000-08-22 12:10:00";10;5;5;0;;;;;;0;;;"Involontaire (travaux)";;;;;""
2000;8357;"2B";"2B096";"Corte";"2000-08-22 12:32:00";31020000;21000000;10020000;;;;;;;;;"4";"Malveillance";;;;;""
2000;6696;"34";"34043";"Buzignargues";"2000-08-22 12:44:00";500;200;300;;;;;;;;;"1";"Malveillance";;;;;""
2000;8588;"83";"83126";"La Seyne-sur-Mer";"2000-08-22 12:48:00";30;30;0;;;;;;;;;"1";"Malveillance";;;;;""
2000;8589;"83";"83061";"Fréjus";"2000-08-22 15:17:00";20;20;0;;;;;;;;;"4";;;;;;""
2000;9039;"2A";"2A004";"Ajaccio";"2000-08-22 15:45:00";100;47;48;0;;;;;;5;;"1";"Malveillance";;;;;""
2000;8153;"2B";"2B292";"Sant'Andréa-di-Bozio";"2000-08-22 16:18:00";1000;0;1000;;;;;;;;;"1";;;;;;""
2000;6873;"26";"26306";"Sainte-Jalle";"2000-08-22 16:41:00";10000;3000;7000;;;;;;;;;;"Naturelle";;;;;""
2000;6697;"34";"34126";"Lamalou-les-Bains";"2000-08-22 17:01:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
2000;9214;"34";"34308";"Taussac-la-Billière";"2000-08-22 17:15:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
2000;6698;"34";"34084";"Corneilhan";"2000-08-22 17:17:00";300;141;144;0;;;;;;15;;;;;;;;""
2000;6699;"34";"34135";"Lespignan";"2000-08-22 18:18:00";50000;23500;24000;0;;;;;;2500;;;;;;;;""
2000;6703;"34";"34037";"Boujan-sur-Libron";"2000-08-23 00:07:00";2000;940;960;0;;;;;;100;;;;;;;;""
2000;8593;"83";"83133";"Tanneron";"2000-08-23 01:56:00";10;10;0;;;;;;;;;"3";;;;;;""
2000;9215;"34";"34219";"Prémian";"2000-08-23 10:50:00";4000;1880;1920;0;;;;;;200;;;;;;;;""
2000;6803;"34";"34250";"Saint-Étienne-d'Albagnan";"2000-08-23 10:59:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
2000;6752;"84";"84047";"Gargas";"2000-08-23 11:17:00";50;0;50;;;;;;;;;"1";;;;;;""
2000;7097;"30";"30128";"Générac";"2000-08-23 11:55:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
2000;9041;"2A";"2A348";"Vico";"2000-08-23 12:04:00";5000;2350;2400;0;;;;;;250;;"1";"Malveillance";;;;;""
2000;9042;"2A";"2A021";"Argiusta-Moriccio";"2000-08-23 12:22:00";6000;2820;2880;0;;;;;;300;;"3";"Malveillance";;;;;""
2000;8154;"2B";"2B105";"Erbajolo";"2000-08-23 13:03:00";10000;0;10000;;;;;;;;;"1";"Malveillance";;;;;""
2000;8155;"2B";"2B105";"Erbajolo";"2000-08-23 13:07:00";5000;0;5000;;;;;;;;;"1";"Malveillance";;;;;""
2000;8158;"2B";"2B110";"Favalello";"2000-08-23 13:38:00";4000;0;4000;;;;;;;;;"1";"Malveillance";;;;;""
2000;8156;"2B";"2B110";"Favalello";"2000-08-23 13:38:00";5000;0;5000;;;;;;;;;"1";"Malveillance";;;;;""
2000;8157;"2B";"2B110";"Favalello";"2000-08-23 13:38:00";6000;0;6000;;;;;;;;;"1";"Malveillance";;;;;""
2000;7085;"06";"06058";"Escragnolles";"2000-08-23 15:00:00";50;0;50;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2000;8159;"2B";"2B238";"Poggio-di-Venaco";"2000-08-23 15:01:00";500;0;500;;;;;;;;;"1";;;;;;""
2000;8160;"2B";"2B307";"Santa-Lucia-di-Moriani";"2000-08-23 15:03:00";150;0;150;;;;;;;;;"1";;;;;;""
2000;7089;"66";"66137";"Le Perthus";"2000-08-23 15:15:00";1000;470;480;0;;;;;;50;;"3";"Malveillance";;;;;""
2000;8161;"2B";"2B049";"Calenzana";"2000-08-23 15:30:00";10000;0;10000;;;;;;;;;"1";;;;;;""
2000;8162;"2B";"2B238";"Poggio-di-Venaco";"2000-08-23 15:36:00";10;0;10;;;;;;;;;"1";;;;;;""
2000;8163;"2B";"2B238";"Poggio-di-Venaco";"2000-08-23 15:36:00";500;0;500;;;;;;;;;"1";;;;;;""
2000;8164;"2B";"2B180";"Novella";"2000-08-23 15:51:00";20000;0;20000;;;;;;;;;"1";;;;;;""
2000;8165;"2B";"2B096";"Corte";"2000-08-23 16:05:00";1000;0;1000;;;;;;;;;"1";;;;;;""
2000;6778;"04";"04045";"Céreste";"2000-08-23 16:11:00";1000;0;1000;;;;;;;;;"1";;;;;;""
2000;8166;"2B";"2B238";"Poggio-di-Venaco";"2000-08-23 16:38:00";10;0;10;;;;;;;;;"1";;;;;;""
2000;9044;"2A";"2A031";"Bastelica";"2000-08-23 16:59:00";100;47;48;0;;;;;;5;;"4";"Malveillance";;;;;""
2000;8167;"2B";"2B136";"Lama";"2000-08-23 17:05:00";5000;0;5000;;;;;;;;;"1";;;;;;""
2000;6804;"34";"34250";"Saint-Étienne-d'Albagnan";"2000-08-23 17:13:00";30000;14100;14400;0;;;;;;1500;;;;;;;;""
2000;8592;"83";"83060";"Fox-Amphoux";"2000-08-23 17:30:00";1000;1000;0;;;;;;;;;"5";"Involontaire (particulier)";;;;;""
2000;7544;"13";"13041";"Gardanne";"2000-08-23 17:51:00";30;14;14;0;;;;;;2;;;;;;;;""
2000;9216;"34";"34266";"Saint-Jean-de-Cuculles";"2000-08-23 18:15:00";2000;940;960;0;;;;;;100;;;;;;;;""
2000;9217;"34";"34314";"Le Triadou";"2000-08-23 18:15:00";300;0;300;;;;;;;;;"1";"Malveillance";;;;;""
2000;6763;"07";"07033";"Bessas";"2000-08-23 22:10:00";4000;0;4000;;;;;;;;;"1";;;;;;""
2000;8168;"2B";"2B281";"Sisco";"2000-08-23 23:38:00";100;0;100;;;;;;;;;"1";;;;;;""
2000;9045;"2A";"2A174";"Murzo";"2000-08-23 23:49:00";2200000;1034000;1056000;0;;;;;;110000;;"1";"Malveillance";;;;;""
2000;6805;"34";"34225";"Puisserguier";"2000-08-24 00:52:00";1000;470;480;0;;;;;;50;;;;;;;;""
2000;9047;"2A";"2A174";"Murzo";"2000-08-24 01:40:00";100;47;48;0;;;;;;5;;"1";"Malveillance";;;;;""
2000;9046;"2A";"2A272";"Sartène";"2000-08-24 02:53:00";200;94;96;0;;;;;;10;;"1";;;;;;""
2000;6776;"11";"11262";"Narbonne";"2000-08-24 03:18:00";500;0;500;;;;;;;;;"1";"Accidentelle";;;;;""
2000;7545;"13";"13077";"Port-de-Bouc";"2000-08-24 07:26:00";50;24;24;0;;;;;;2;;;"Malveillance";;;;;""
2000;9048;"2A";"2A253";"Quasquara";"2000-08-24 09:35:00";3000;1410;1440;0;;;;;;150;;"1";"Involontaire (particulier)";;;;;""
2000;8175;"2B";"2B055";"Campitello";"2000-08-24 11:15:00";400000;0;400000;;;;;;;;;"1";;;;;;""
2000;8169;"2B";"2B239";"Poggio-d'Oletta";"2000-08-24 11:25:00";300;0;300;;;;;;;;;"1";;;;;;""
2000;6818;"34";"34037";"Boujan-sur-Libron";"2000-08-24 11:55:00";200;94;96;0;;;;;;10;;;;;;;;""
2000;8170;"2B";"2B045";"Bustanico";"2000-08-24 11:55:00";70;0;70;;;;;;;;;"1";;;;;;""
2000;9049;"2A";"2A323";"Tavaco";"2000-08-24 12:05:00";200;94;96;0;;;;;;10;;"1";"Malveillance";;;;;""
2000;8176;"2B";"2B059";"Canavaggia";"2000-08-24 12:12:00";100000;0;100000;;;;;;;;;"1";;;;;;""
2000;9050;"2A";"2A345";"Vero";"2000-08-24 12:50:00";100;47;48;0;;;;;;5;;"1";;;;;;""
2000;9051;"2A";"2A017";"Appietto";"2000-08-24 12:55:00";1500;705;720;0;;;;;;75;;"1";"Malveillance";;;;;""
2000;8171;"2B";"2B083";"Castirla";"2000-08-24 13:33:00";10;0;10;;;;;;;;;"1";;;;;;""
2000;8594;"83";"83065";"Gassin";"2000-08-24 13:40:00";200;200;0;;;;;;;;;"3";"Accidentelle";;;;;""
2000;8358;"2B";"2B354";"Vivario";"2000-08-24 14:00:00";39020000;0;39020000;;;;;;;;;"4";"Malveillance";;;;;""
2000;9052;"2A";"2A006";"Alata";"2000-08-24 14:40:00";150;71;72;0;;;;;;7;;"1";"Malveillance";;;;;""
2000;8172;"2B";"2B275";"Sermano";"2000-08-24 14:50:00";80000;0;80000;;;;;;;;;"1";"Malveillance";;;;;""
2000;8600;"83";"83021";"Bras";"2000-08-24 15:20:00";5000;5000;0;;;;;;;;;"5";;;;;;""
2000;9053;"2A";"2A041";"Bonifacio";"2000-08-24 15:45:00";400;188;192;0;;;;;;20;;"1";"Accidentelle";;;;;""
2000;8177;"2B";"2B292";"Sant'Andréa-di-Bozio";"2000-08-24 17:00:00";80000;0;80000;;;;;;;;;"1";;;;;;""
2000;9054;"2A";"2A017";"Appietto";"2000-08-24 17:27:00";10000;4700;4800;0;;;;;;500;;"1";"Malveillance";;;;;""
2000;8595;"83";"83072";"Lorgues";"2000-08-24 18:21:00";150;150;0;;;;;;;;;"4";"Malveillance";;;;;""
2000;8597;"83";"83050";"Draguignan";"2000-08-24 20:10:00";10;10;0;;;;;;;;;"5";;;;;;""
2000;8598;"83";"83126";"La Seyne-sur-Mer";"2000-08-24 20:33:00";50;50;0;;;;;;;;;"4";;;;;;""
2000;8596;"83";"83058";"Flayosc";"2000-08-24 20:40:00";300;141;144;0;;;;;;15;;"4";"Malveillance";;;;;""
2000;7569;"13";"13030";"Cuges-les-Pins";"2000-08-24 22:12:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
2000;8599;"83";"83035";"Le Castellet";"2000-08-24 22:25:00";2000;2000;0;;;;;;;;;"4";"Malveillance";;;;;""
2000;8962;"13";"13001";"Aix-en-Provence";"2000-08-25 08:13:00";4000;1880;1920;0;;;;;;200;;;;;;;;""
2000;8184;"2B";"2B293";"Sant'Andréa-di-Cotone";"2000-08-25 08:34:00";450;0;450;;;;;;;;;"1";;;;;;""
2000;8178;"2B";"2B293";"Sant'Andréa-di-Cotone";"2000-08-25 08:38:00";450;0;450;;;;;;;;;"1";;;;;;""
2000;8179;"2B";"2B121";"Galéria";"2000-08-25 10:50:00";30000;0;30000;;;;;;;;;"1";;;;;;""
2000;8180;"2B";"2B140";"Lento";"2000-08-25 11:15:00";1000;0;1000;;;;;;;;;"1";"Malveillance";;;;;""
2000;8333;"2B";"2B059";"Canavaggia";"2000-08-25 11:15:00";1168900;0;1168900;;;;;;;;;"1";"Malveillance";;;;;""
2000;8181;"2B";"2B096";"Corte";"2000-08-25 12:19:00";500;0;500;;;;;;;;;"1";"Malveillance";;;;;""
2000;9055;"2A";"2A006";"Alata";"2000-08-25 12:45:00";1900000;893000;912000;0;;;;;;95000;;"1";"Malveillance";;;;;""
2000;9056;"2A";"2A004";"Ajaccio";"2000-08-25 12:55:00";2000;940;960;0;;;;;;100;;"1";"Malveillance";;;;;""
2000;8607;"83";"83035";"Le Castellet";"2000-08-25 12:56:00";200;94;96;0;;;;;;10;;"5";"Malveillance";;;;;""
2000;9057;"2A";"2A004";"Ajaccio";"2000-08-25 13:00:00";1000;470;480;0;;;;;;50;;"1";"Malveillance";;;;;""
2000;9058;"2A";"2A031";"Bastelica";"2000-08-25 13:10:00";2500000;1175000;1200000;0;;;;;;125000;;"4";"Malveillance";;;;;""
2000;8288;"2B";"2B136";"Lama";"2000-08-25 13:24:00";6930000;0;6930000;;;;;;;;;"1";"Malveillance";;;;;""
2000;8608;"83";"83127";"Signes";"2000-08-25 13:25:00";500;235;240;0;;;;;;25;;"1";"Malveillance";;;;;""
2000;9059;"2A";"2A271";"Sarrola-Carcopino";"2000-08-25 13:30:00";1300000;611000;624000;0;;;;;;65000;;"1";"Malveillance";;;;;""
2000;8183;"2B";"2B314";"Santo-Pietro-di-Tenda";"2000-08-25 13:53:00";5000;0;5000;;;;;;;;;"1";;;;;;""
2000;8182;"2B";"2B314";"Santo-Pietro-di-Tenda";"2000-08-25 14:18:00";20000;0;20000;;;;;;;;;"1";;;;;;""
2000;6840;"07";"07201";"Ruoms";"2000-08-25 14:50:00";10000;10000;0;;;;;;;;;;;;;;;""
2000;9060;"2A";"2A130";"Grosseto-Prugna";"2000-08-25 15:00:00";2000;940;960;0;;;;;;100;;"3";"Malveillance";;;;;""
2000;8185;"2B";"2B286";"Sorbo-Ocagnano";"2000-08-25 15:35:00";500;0;500;;;;;;;;;"1";;;;;;""
2000;8186;"2B";"2B150";"Lumio";"2000-08-25 15:36:00";20000;0;20000;;;;;;;;;"1";"Malveillance";;;;;""
2000;9218;"34";"34108";"Frontignan";"2000-08-25 15:45:00";300;0;300;;;;;;;;;"1";;;;;;""
2000;9062;"2A";"2A130";"Grosseto-Prugna";"2000-08-25 16:00:00";15000;7050;7200;0;;;;;;750;;"3";"Malveillance";;;;;""
2000;8187;"2B";"2B162";"Moltifao";"2000-08-25 16:23:00";30000;0;30000;;;;;;;;;"1";;;;;;""
2000;8188;"2B";"2B009";"Aléria";"2000-08-25 16:47:00";150;0;150;;;;;;;;;"1";;;;;;""
2000;6897;"34";"34160";"Mons";"2000-08-25 17:16:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
2000;6898;"34";"34160";"Mons";"2000-08-25 17:16:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
2000;9061;"2A";"2A359";"Zicavo";"2000-08-25 17:30:00";100;47;48;0;;;;;;5;;"1";"Involontaire (particulier)";;;;;""
2000;6863;"04";"04143";"Oraison";"2000-08-26 01:24:00";5000;0;5000;;;;;;;;;"1";;;;;;""
2000;7568;"13";"13051";"Lançon-Provence";"2000-08-26 04:44:00";7000;3290;3360;0;;;;;;350;;;;;;;;""
2000;7567;"13";"13051";"Lançon-Provence";"2000-08-26 05:13:00";700;329;336;0;;;;;;35;;;;;;;;""
2000;7087;"06";"06046";"Colomars";"2000-08-26 09:49:00";1000;0;1000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2000;8610;"83";"83125";"Seillons-Source-d'Argens";"2000-08-26 11:17:00";2;2;0;;;;;;;;;"3";"Involontaire (particulier)";;;;;""
2000;6864;"04";"04022";"Barrême";"2000-08-26 12:58:00";40000;25000;15000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
