"Certaines données sont associées à l'ancienne version du formulaire incendie. Consultez la documentation pour plus d'informations."
"Nombre d'incendies suivant les critères de sélection : 16701"
"Critères de sélection =>";"Date de première alerte, de : 1976-01-01 00:00:00";"Date de première alerte, jusqu'à : 1980-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
1979;70;"06";"06088";"Nice";"1979-04-01 19:05:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1979;1609;"2B";"2B313";"San-Nicolao";"1979-04-01 22:30:00";1000;470;480;0;;;;;;50;;;;;;;;""
1979;3263;"48";"48148";"Saint-Étienne-Vallée-Française";"1979-04-01 23:00:00";40000;18800;19200;0;;;;;;2000;;;;;;;;""
1979;2604;"30";"30285";"Saint-Maurice-de-Cazevieille";"1979-04-02 17:00:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1979;339;"07";"07060";"Châteauneuf-de-Vernoux";"1979-04-02 17:15:00";3000;1410;1440;0;;;;;;150;;"3";"Involontaire (travaux)";;;;;""
1979;2605;"30";"30033";"Beauvoisin";"1979-04-02 20:10:00";2000;940;960;0;;;;;;100;;"1";"Involontaire (travaux)";;;;;""
1979;3435;"66";"66118";"Montner";"1979-04-02 21:30:00";13000;6110;6240;0;;;;;;650;;"1";;;;;;""
1979;3566;"83";"83016";"Le Beausset";"1979-04-02 22:00:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1979;2606;"30";"30151";"Lussan";"1979-04-02 22:15:00";3000;1410;1440;0;;;;;;150;;"1";;;;;;""
1979;340;"07";"07118";"Laboule";"1979-04-03 01:00:00";250000;117500;120000;0;;;;;;12500;;"1";;;;;;""
1979;80;"06";"06104";"Roquebrune-Cap-Martin";"1979-04-03 13:05:00";160000;75200;76800;0;;;;;;8000;;"1";"Involontaire (particulier)";;;;;""
1979;71;"06";"06085";"Mougins";"1979-04-03 14:45:00";1000;470;480;0;;;;;;50;;;"Involontaire (travaux)";;;;;""
1979;3567;"83";"83107";"Roquebrune-sur-Argens";"1979-04-03 14:54:00";50000;23500;24000;0;;;;;;2500;;"6";"Involontaire (travaux)";;;;;""
1979;77;"06";"06148";"Tourrettes-sur-Loup";"1979-04-03 15:41:00";20000;9400;9600;0;;;;;;1000;;;"Involontaire (travaux)";;;;;""
1979;3568;"83";"83102";"Régusse";"1979-04-03 15:46:00";20000;9400;9600;0;;;;;;1000;;"3";;;;;;""
1979;3569;"83";"83126";"La Seyne-sur-Mer";"1979-04-03 17:00:00";1000;470;480;0;;;;;;50;;;"Involontaire (travaux)";;;;;""
1979;74;"06";"06092";"Peillon";"1979-04-03 17:00:00";10000;4700;4800;0;;;;;;500;;"6";"Accidentelle";;;;;""
1979;1826;"2B";"2B205";"Patrimonio";"1979-04-03 18:20:00";2000;940;960;0;;;;;;100;;;;;;;;""
1979;3571;"83";"83133";"Tanneron";"1979-04-03 18:45:00";15000;7050;7200;0;;;;;;750;;"5";;;;;;""
1979;2607;"30";"30085";"Collias";"1979-04-03 19:00:00";45000;21150;21600;0;;;;;;2250;;"1";;;;;;""
1979;3570;"83";"83085";"La Motte";"1979-04-03 19:05:00";4000;1880;1920;0;;;;;;200;;"1";"Involontaire (travaux)";;;;;""
1979;341;"07";"07189";"Ribes";"1979-04-03 20:15:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;3429;"66";"66112";"Montauriol";"1979-04-04 10:00:00";12000;5640;5760;0;;;;;;600;;"1";"Involontaire (travaux)";;;;;""
1979;3572;"83";"83036";"Cavalaire-sur-Mer";"1979-04-04 10:25:00";1000;470;480;0;;;;;;50;;"4";"Involontaire (travaux)";;;;;""
1979;2609;"30";"30159";"Le Martinet";"1979-04-04 12:30:00";30000;14100;14400;0;;;;;;1500;;"5";;;;;;""
1979;2610;"30";"30316";"Sénéchas";"1979-04-04 13:30:00";60000;28200;28800;0;;;;;;3000;;"5";;;;;;""
1979;2608;"30";"30008";"Allègre-les-Fumades";"1979-04-04 14:10:00";30000;14100;14400;0;;;;;;1500;;"1";;;;;;""
1979;344;"07";"07289";"Saint-Privat";"1979-04-04 14:30:00";500000;235000;240000;0;;;;;;25000;;"1";;;;;;""
1979;342;"07";"07162";"Montréal";"1979-04-04 14:30:00";20000;9400;9600;0;;;;;;1000;;"1";"Involontaire (travaux)";;;;;""
1979;3574;"83";"83027";"La Cadière-d'Azur";"1979-04-04 14:40:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1979;3573;"83";"83111";"Sainte-Anastasie-sur-Issole";"1979-04-04 14:47:00";5000;2350;2400;0;;;;;;250;;"1";"Involontaire (travaux)";;;;;""
1979;343;"07";"07107";"Jaujac";"1979-04-04 15:30:00";100000;47000;48000;0;;;;;;5000;;"1";;;;;;""
1979;3575;"83";"83021";"Bras";"1979-04-04 16:05:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;81;"06";"06104";"Roquebrune-Cap-Martin";"1979-04-04 17:52:00";20000;9400;9600;0;;;;;;1000;;"1";"Involontaire (travaux)";;;;;""
1979;616;"13";"13005";"Aubagne";"1979-04-04 20:11:00";1000;470;480;0;;;;;;50;;"1";"Malveillance";;;;;""
1979;99;"06";"06152";"Valbonne";"1979-04-04 20:15:00";2000;940;960;0;;;;;;100;;"6";;;;;;""
1979;82;"06";"06067";"Gorbio";"1979-04-05 10:55:00";20000;9400;9600;0;;;;;;1000;;"1";"Malveillance";;;;;""
1979;3576;"83";"83138";"Tourrettes";"1979-04-05 12:35:00";1000;470;480;0;;;;;;50;;"6";"Involontaire (travaux)";;;;;""
1979;345;"07";"07025";"Barnas";"1979-04-05 15:30:00";40000;18800;19200;0;;;;;;2000;;"1";;;;;;""
1979;2611;"30";"30284";"Saint-Martin-de-Valgalgues";"1979-04-05 17:00:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;83;"06";"06104";"Roquebrune-Cap-Martin";"1979-04-05 17:28:00";1000;470;480;0;;;;;;50;;"3";"Involontaire (travaux)";;;;;""
1979;3578;"83";"83019";"Bormes-les-Mimosas";"1979-04-06 14:10:00";1000;470;480;0;;;;;;50;;"6";"Involontaire (travaux)";;;;;""
1979;3577;"83";"83023";"Brignoles";"1979-04-06 14:30:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1979;78;"06";"06148";"Tourrettes-sur-Loup";"1979-04-06 15:42:00";20000;9400;9600;0;;;;;;1000;;;;;;;;""
1979;3579;"83";"83065";"Gassin";"1979-04-06 22:00:00";1000;470;480;0;;;;;;50;;"5";"Involontaire (travaux)";;;;;""
1979;2612;"30";"30153";"Malons-et-Elze";"1979-04-07 13:00:00";30000;14100;14400;0;;;;;;1500;;"5";"Involontaire (travaux)";;;;;""
1979;3581;"83";"83050";"Draguignan";"1979-04-07 13:30:00";25000;11750;12000;0;;;;;;1250;;"5";;;;;;""
1979;88;"06";"06025";"Le Broc";"1979-04-07 13:34:00";120000;56400;57600;0;;;;;;6000;;;;;;;;""
1979;346;"07";"07100";"Gravières";"1979-04-07 14:00:00";50000;23500;24000;0;;;;;;2500;;"1";"Involontaire (travaux)";;;;;""
1979;2616;"30";"30157";"Mars";"1979-04-07 14:00:00";20000;9400;9600;0;;;;;;1000;;"1";"Involontaire (travaux)";;;;;""
1979;84;"06";"06084";"Mouans-Sartoux";"1979-04-07 14:15:00";2000;940;960;0;;;;;;100;;"1";;;;;;""
1979;2617;"30";"30168";"Mialet";"1979-04-07 15:00:00";4000;1880;1920;0;;;;;;200;;"1";;;;;;""
1979;79;"06";"06018";"Biot";"1979-04-07 15:06:00";5000;2350;2400;0;;;;;;250;;;"Involontaire (travaux)";;;;;""
1979;3580;"83";"83019";"Bormes-les-Mimosas";"1979-04-07 15:55:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;2615;"30";"30076";"Cavillargues";"1979-04-07 16:00:00";40000;18800;19200;0;;;;;;2000;;"1";;;;;;""
1979;2614;"30";"30067";"La Capelle-et-Masmolène";"1979-04-07 16:00:00";50000;23500;24000;0;;;;;;2500;;"1";;;;;;""
1979;1897;"2B";"2B148";"Lucciana";"1979-04-07 16:25:00";4000;1880;1920;0;;;;;;200;;;;;;;;""
1979;2613;"30";"30306";"Salinelles";"1979-04-07 16:30:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;4034;"84";"84068";"Lourmarin";"1979-04-07 17:15:00";6000;2820;2880;0;;;;;;300;;"1";;;;;;""
1979;72;"06";"06034";"Castagniers";"1979-04-07 23:45:00";1000;470;480;0;;;;;;50;;;;;;;;""
1979;347;"07";"07141";"Lentillères";"1979-04-08 11:00:00";80000;37600;38400;0;;;;;;4000;;"1";;;;;;""
1979;3582;"83";"83121";"Salernes";"1979-04-08 13:30:00";25000;11750;12000;0;;;;;;1250;;"5";"Involontaire (travaux)";;;;;""
1979;2618;"30";"30172";"Monoblet";"1979-04-08 13:40:00";15000;7050;7200;0;;;;;;750;;"1";"Involontaire (travaux)";;;;;""
1979;351;"07";"07146";"Lyas";"1979-04-08 14:00:00";30000;14100;14400;0;;;;;;1500;;"3";;;;;;""
1979;348;"07";"07141";"Lentillères";"1979-04-08 14:30:00";50000;23500;24000;0;;;;;;2500;;"1";;;;;;""
1979;352;"07";"07288";"Saint-Priest";"1979-04-08 15:00:00";40000;18800;19200;0;;;;;;2000;;"1";;;;;;""
1979;349;"07";"07231";"Saint-Étienne-de-Fontbellon";"1979-04-08 15:30:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;93;"06";"06105";"Roquefort-les-Pins";"1979-04-08 15:35:00";2000;940;960;0;;;;;;100;;"5";;;;;;""
1979;2619;"30";"30144";"Lecques";"1979-04-08 16:00:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;353;"07";"07111";"Juvinas";"1979-04-08 16:30:00";30000;14100;14400;0;;;;;;1500;;"1";"Involontaire (travaux)";;;;;""
1979;617;"13";"13087";"Rousset";"1979-04-08 17:15:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;3583;"83";"83056";"Figanières";"1979-04-08 18:15:00";1000;470;480;0;;;;;;50;;;"Involontaire (travaux)";;;;;""
1979;350;"07";"07141";"Lentillères";"1979-04-08 19:50:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;354;"07";"07100";"Gravières";"1979-04-09 03:15:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1979;3585;"83";"83004";"Les Arcs";"1979-04-09 13:15:00";15000;7050;7200;0;;;;;;750;;"1";"Involontaire (travaux)";;;;;""
1979;3586;"83";"83043";"Collobrières";"1979-04-09 13:59:00";1000;470;480;0;;;;;;50;;"4";;;;;;""
1979;355;"07";"07339";"Vesseaux";"1979-04-09 14:00:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1979;3001;"34";"34074";"Cessenon-sur-Orb";"1979-04-09 15:15:00";25000;11750;12000;0;;;;;;1250;;;;;;;;""
1979;3584;"83";"83129";"Six-Fours-les-Plages";"1979-04-09 15:32:00";3000;1410;1440;0;;;;;;150;;"1";;;;;;""
1979;73;"06";"06101";"Rigaud";"1979-04-09 18:28:00";1000;470;480;0;;;;;;50;;;;;;;;""
1979;3587;"83";"83101";"Ramatuelle";"1979-04-09 18:30:00";1000;470;480;0;;;;;;50;;"5";;;;;;""
1979;3376;"66";"66190";"Salses-le-Château";"1979-04-09 19:35:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1979;3356;"66";"66019";"Bélesta";"1979-04-09 20:30:00";263000;123610;126240;0;;;;;;13150;;"1";;;;;;""
1979;85;"06";"06152";"Valbonne";"1979-04-10 12:25:00";5000;2350;2400;0;;;;;;250;;;"Involontaire (particulier)";;;;;""
1979;3588;"83";"83071";"La Londe-les-Maures";"1979-04-10 15:15:00";5000;2350;2400;0;;;;;;250;;"1";"Involontaire (travaux)";;;;;""
1979;3589;"83";"83153";"Saint-Mandrier-sur-Mer";"1979-04-10 19:00:00";2000;940;960;0;;;;;;100;;"1";;;;;;""
1979;1568;"2B";"2B135";"Isolaccio-di-Fiumorbo";"1979-04-10 20:10:00";1000;470;480;0;;;;;;50;;;;;;;;""
1979;1591;"2B";"2B069";"Casabianca";"1979-04-10 20:20:00";20000;9400;9600;0;;;;;;1000;;;;;;;;""
1979;3590;"83";"83002";"Aiguines";"1979-04-10 22:40:00";5000;2350;2400;0;;;;;;250;;"3";;;;;;""
1979;3378;"66";"66149";"Prades";"1979-04-12 13:00:00";20000;9400;9600;0;;;;;;1000;;"1";"Involontaire (travaux)";;;;;""
1979;3591;"83";"83050";"Draguignan";"1979-04-12 16:05:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1979;3592;"83";"83108";"La Roquebrussanne";"1979-04-12 16:18:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1979;3593;"83";"83008";"Bagnols-en-Forêt";"1979-04-12 16:40:00";12000;5640;5760;0;;;;;;600;;"1";;;;;;""
1979;4033;"84";"84052";"Grambois";"1979-04-12 17:15:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1979;525;"11";"11064";"Camplong-d'Aude";"1979-04-12 17:40:00";20000;9400;9600;0;;;;;;1000;;"5";;;;;;""
1979;3377;"66";"66097";"Lesquerde";"1979-04-12 19:00:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1979;3426;"66";"66071";"Estagel";"1979-04-13 11:30:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1979;3594;"83";"83034";"Carqueiranne";"1979-04-13 14:02:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1979;3357;"66";"66170";"Sainte-Colombe-de-la-Commanderie";"1979-04-13 14:20:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1979;91;"06";"06091";"Peille";"1979-04-13 14:30:00";1000;470;480;0;;;;;;50;;"6";;;;;;""
1979;3366;"66";"66169";"Saint-Arnac";"1979-04-13 14:45:00";3000;1410;1440;0;;;;;;150;;"1";;;;;;""
1979;3379;"66";"66202";"Targassonne";"1979-04-13 15:00:00";20000;9400;9600;0;;;;;;1000;;"1";"Involontaire (travaux)";;;;;""
1979;3264;"48";"48170";"Saint-Martin-de-Boubaux";"1979-04-13 17:45:00";100000;47000;48000;0;;;;;;5000;;;"Malveillance";;;;;""
1979;3397;"66";"66016";"Banyuls-sur-Mer";"1979-04-13 18:00:00";20000;9400;9600;0;;;;;;1000;;"1";"Involontaire (travaux)";;;;;""
1979;356;"07";"07157";"Meysse";"1979-04-13 18:00:00";60000;28200;28800;0;;;;;;3000;;"1";"Involontaire (travaux)";;;;;""
1979;2621;"30";"30113";"Fons-sur-Lussan";"1979-04-13 18:20:00";50000;23500;24000;0;;;;;;2500;;"1";;;;;;""
1979;357;"07";"07038";"Borne";"1979-04-13 22:30:00";40000;18800;19200;0;;;;;;2000;;"1";;;;;;""
1979;108;"06";"06091";"Peille";"1979-04-14 01:45:00";1000;470;480;0;;;;;;50;;"5";;;;;;""
1979;89;"06";"06061";"Les Ferres";"1979-04-14 13:00:00";390000;183300;187200;0;;;;;;19500;;"1";"Naturelle";;;;;""
1979;86;"06";"06088";"Nice";"1979-04-14 14:36:00";8000;3760;3840;0;;;;;;400;;;;;;;;""
1979;90;"06";"06148";"Tourrettes-sur-Loup";"1979-04-14 16:00:00";40000;18800;19200;0;;;;;;2000;;"1";;;;;;""
1979;2622;"30";"30088";"Combas";"1979-04-15 14:00:00";40000;18800;19200;0;;;;;;2000;;"1";;;;;;""
1979;87;"06";"06006";"Aspremont";"1979-04-15 16:31:00";1000;470;480;0;;;;;;50;;;;;;;;""
1979;3595;"83";"83132";"Solliès-Ville";"1979-04-16 10:40:00";7000;3290;3360;0;;;;;;350;;"1";"Involontaire (travaux)";;;;;""
1979;2623;"30";"30151";"Lussan";"1979-04-16 11:00:00";10000;4700;4800;0;;;;;;500;;"1";"Involontaire (travaux)";;;;;""
1979;21;"05";"05018";"La Bâtie-Vieille";"1979-04-16 16:00:00";25000;11750;12000;0;;;;;;1250;;"1";"Involontaire (travaux)";;;;;""
1979;2625;"30";"30182";"Montpezat";"1979-04-16 16:10:00";20000;9400;9600;0;;;;;;1000;;"1";"Involontaire (travaux)";;;;;""
1979;618;"13";"13007";"Auriol";"1979-04-16 17:15:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;619;"13";"13073";"Peypin";"1979-04-16 17:50:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;2624;"30";"30151";"Lussan";"1979-04-16 19:00:00";40000;18800;19200;0;;;;;;2000;;"1";;;;;;""
1979;2626;"30";"30133";"Le Grau-du-Roi";"1979-04-16 19:00:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;620;"13";"13007";"Auriol";"1979-04-17 09:39:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;4035;"84";"84104";"Sablet";"1979-04-17 10:00:00";30000;14100;14400;0;;;;;;1500;;"5";;;;;;""
1979;2627;"30";"30145";"Lédenon";"1979-04-17 12:00:00";60000;28200;28800;0;;;;;;3000;;"3";;;;;;""
1979;2628;"30";"30154";"Mandagout";"1979-04-17 12:40:00";1500000;705000;720000;0;;;;;;75000;;;;;;;;""
1979;621;"13";"13098";"Saint-Mitre-les-Remparts";"1979-04-17 13:31:00";1000;470;480;0;;;;;;50;;"1";"Accidentelle";;;;;""
1979;2629;"30";"30067";"La Capelle-et-Masmolène";"1979-04-17 14:40:00";25000;11750;12000;0;;;;;;1250;;"1";;;;;;""
1979;2638;"30";"30057";"Cabrières";"1979-04-17 15:00:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1979;622;"13";"13047";"Istres";"1979-04-17 15:02:00";1000;470;480;0;;;;;;50;;;;;;;;""
1979;623;"13";"13067";"Orgon";"1979-04-17 15:26:00";20000;9400;9600;0;;;;;;1000;;"5";;;;;;""
1979;2648;"30";"30294";"Saint-Privat-des-Vieux";"1979-04-17 17:15:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;624;"13";"13047";"Istres";"1979-04-18 06:12:00";30000;14100;14400;0;;;;;;1500;;"5";;;;;;""
1979;3597;"83";"83016";"Le Beausset";"1979-04-18 10:00:00";17000;7990;8160;0;;;;;;850;;"1";"Involontaire (travaux)";;;;;""
1979;4045;"84";"84065";"Lauris";"1979-04-18 11:15:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;2630;"30";"30232";"Saint-André-d'Olérargues";"1979-04-18 12:00:00";6000;2820;2880;0;;;;;;300;;"1";;;;;;""
1979;3596;"83";"83116";"Saint-Maximin-la-Sainte-Baume";"1979-04-18 12:50:00";2000;940;960;0;;;;;;100;;;"Involontaire (particulier)";;;;;""
1979;625;"13";"13119";"Carnoux-en-Provence";"1979-04-18 14:12:00";1000;470;480;0;;;;;;50;;"5";;;;;;""
1979;3598;"83";"83066";"Ginasservis";"1979-04-18 15:55:00";3000;1410;1440;0;;;;;;150;;"1";"Involontaire (travaux)";;;;;""
1979;3428;"66";"66071";"Estagel";"1979-04-18 17:30:00";18000;8460;8640;0;;;;;;900;;"1";"Involontaire (travaux)";;;;;""
1979;358;"07";"07131";"Lanas";"1979-04-18 20:30:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1979;3599;"83";"83016";"Le Beausset";"1979-04-19 07:25:00";1000;470;480;0;;;;;;50;;;;;;;;""
1979;2649;"30";"30291";"Saint-Paul-la-Coste";"1979-04-19 13:00:00";1450000;681500;696000;0;;;;;;72500;;;"Involontaire (travaux)";;;;;""
1979;359;"07";"07193";"Rocher";"1979-04-19 14:30:00";50000;23500;24000;0;;;;;;2500;;"1";"Involontaire (travaux)";;;;;""
1979;3380;"66";"66130";"Osséja";"1979-04-19 14:30:00";31000;14570;14880;0;;;;;;1550;;"1";;;;;;""
1979;2631;"30";"30163";"Mauressargues";"1979-04-19 17:20:00";10000;4700;4800;0;;;;;;500;;"1";"Involontaire (travaux)";;;;;""
1979;628;"13";"13022";"Cassis";"1979-04-20 09:38:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1979;3003;"34";"34282";"Saint-Paul-et-Valmalle";"1979-04-20 15:00:00";50000;23500;24000;0;;;;;;2500;;;;;;;;""
1979;360;"07";"07001";"Accons";"1979-04-20 15:20:00";150000;70500;72000;0;;;;;;7500;;;"Involontaire (travaux)";;;;;""
1979;2632;"30";"30113";"Fons-sur-Lussan";"1979-04-20 18:00:00";45000;21150;21600;0;;;;;;2250;;"1";;;;;;""
1979;2634;"30";"30032";"Beaucaire";"1979-04-20 20:30:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
1979;2633;"30";"30111";"Foissac";"1979-04-20 22:50:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1979;3367;"66";"66187";"Saint-Paul-de-Fenouillet";"1979-04-21 00:15:00";2000;940;960;0;;;;;;100;;"1";;;;;;""
1979;630;"13";"13073";"Peypin";"1979-04-21 10:50:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (particulier)";;;;;""
1979;3427;"66";"66143";"Planèzes";"1979-04-21 13:40:00";20000;9400;9600;0;;;;;;1000;;"1";"Involontaire (travaux)";;;;;""
1979;2635;"30";"30114";"Fontanès";"1979-04-21 15:00:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1979;92;"06";"06106";"Roquesteron";"1979-04-21 15:50:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1979;3600;"83";"83150";"Vinon-sur-Verdon";"1979-04-21 15:55:00";3000;1410;1440;0;;;;;;150;;"1";"Involontaire (particulier)";;;;;""
1979;626;"13";"13055";"Marseille";"1979-04-21 16:38:00";60000;28200;28800;0;;;;;;3000;;;;;;;;""
1979;3601;"83";"83069";"Hyères";"1979-04-21 19:27:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;3265;"48";"48178";"Saint-Privat-de-Vallongue";"1979-04-21 19:50:00";20000;9400;9600;0;;;;;;1000;;;;;;;;""
1979;4039;"84";"84068";"Lourmarin";"1979-04-21 20:00:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1979;2637;"30";"30015";"Arphy";"1979-04-21 23:30:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
1979;629;"13";"13040";"Fuveau";"1979-04-22 11:00:00";1000;470;480;0;;;;;;50;;;"Accidentelle";;;;;""
1979;362;"07";"07110";"Joyeuse";"1979-04-22 12:00:00";1000000;470000;480000;0;;;;;;50000;;"1";;;;;;""
1979;3603;"83";"83137";"Toulon";"1979-04-22 12:05:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (particulier)";;;;;""
1979;2636;"30";"30281";"Saint-Mamert-du-Gard";"1979-04-22 12:30:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1979;361;"07";"07029";"Beaumont";"1979-04-22 15:00:00";20000;9400;9600;0;;;;;;1000;;;"Involontaire (travaux)";;;;;""
1979;3602;"83";"83072";"Lorgues";"1979-04-22 16:05:00";3000;1410;1440;0;;;;;;150;;"1";;;;;;""
1979;3002;"34";"34010";"Aniane";"1979-04-22 19:00:00";2000;940;960;0;;;;;;100;;;"Malveillance";;;;;""
1979;4040;"84";"84054";"L'Isle-sur-la-Sorgue";"1979-04-22 19:00:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;632;"13";"13001";"Aix-en-Provence";"1979-04-22 19:09:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;2639;"30";"30325";"Sumène";"1979-04-23 14:45:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1979;121;"06";"06084";"Mouans-Sartoux";"1979-04-24 16:15:00";7000;3290;3360;0;;;;;;350;;;"Involontaire (travaux)";;;;;""
1979;1724;"2B";"2B251";"Prunelli-di-Fiumorbo";"1979-04-25 19:20:00";1000;470;480;0;;;;;;50;;;;;;;;""
1979;2640;"30";"30067";"La Capelle-et-Masmolène";"1979-04-25 20:00:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1979;3604;"83";"83061";"Fréjus";"1979-04-26 09:57:00";1000;470;480;0;;;;;;50;;"6";"Involontaire (travaux)";;;;;""
1979;3605;"83";"83137";"Toulon";"1979-04-26 14:00:00";330000;155100;158400;0;;;;;;16500;;"1";"Naturelle";;;;;""
1979;631;"13";"13055";"Marseille";"1979-04-27 14:00:00";50000;23500;24000;0;;;;;;2500;;;"Malveillance";;;;;""
1979;363;"07";"07099";"Gras";"1979-04-27 15:00:00";110000;51700;52800;0;;;;;;5500;;"1";;;;;;""
1979;2641;"30";"30255";"Saint-Geniès-de-Malgoirès";"1979-04-28 13:30:00";50000;23500;24000;0;;;;;;2500;;"1";;;;;;""
1979;3004;"34";"34297";"Sauteyrargues";"1979-04-28 17:30:00";30000;14100;14400;0;;;;;;1500;;;;;;;;""
1979;4037;"84";"84031";"Carpentras";"1979-04-28 20:15:00";2000;940;960;0;;;;;;100;;"1";;;;;;""
1979;3606;"83";"83126";"La Seyne-sur-Mer";"1979-04-29 13:42:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1979;637;"13";"13085";"Roquefort-la-Bédoule";"1979-04-29 15:10:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;4038;"84";"84053";"Grillon";"1979-04-29 16:15:00";5000;2350;2400;0;;;;;;250;;"1";"Involontaire (travaux)";;;;;""
1979;3607;"83";"83049";"Cuers";"1979-04-29 16:30:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1979;636;"13";"13014";"Berre-l'Étang";"1979-04-29 19:25:00";20000;9400;9600;0;;;;;;1000;;;;;;;;""
1979;1725;"2B";"2B009";"Aléria";"1979-04-29 19:35:00";1000;470;480;0;;;;;;50;;;;;;;;""
1979;2642;"30";"30355";"Saint-Paul-les-Fonts";"1979-04-29 20:00:00";25000;11750;12000;0;;;;;;1250;;"1";;;;;;""
1979;2665;"30";"30045";"Bordezac";"1979-04-30 12:30:00";150000;70500;72000;0;;;;;;7500;;"6";;;;;;""
1979;3266;"48";"48051";"Le Collet-de-Dèze";"1979-04-30 13:00:00";160000;75200;76800;0;;;;;;8000;;"6";"Malveillance";;;;;""
1979;3608;"83";"83118";"Saint-Raphaël";"1979-04-30 13:50:00";4000;1880;1920;0;;;;;;200;;"1";"Involontaire (travaux)";;;;;""
1979;2643;"30";"30239";"Sainte-Cécile-d'Andorge";"1979-04-30 14:00:00";1000;470;480;0;;;;;;50;;"5";;;;;;""
1979;364;"07";"07161";"Montpezat-sous-Bauzon";"1979-04-30 14:00:00";50000;23500;24000;0;;;;;;2500;;"1";"Involontaire (travaux)";;;;;""
1979;2644;"30";"30001";"Aigaliers";"1979-04-30 15:00:00";40000;18800;19200;0;;;;;;2000;;"1";;;;;;""
1979;3609;"83";"83124";"Seillans";"1979-04-30 15:25:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1979;110;"06";"06125";"Saint-Martin-d'Entraunes";"1979-04-30 19:00:00";15000;7050;7200;0;;;;;;750;;;;;;;;""
1979;1726;"2B";"2B123";"Ghisonaccia";"1979-05-01 10:35:00";1000;470;480;0;;;;;;50;;;;;;;;""
